,index,product_id,scene_id,path,row,sensing_time,cloud_cover,geom
152,8,LC08_L1TP_219076_20200819_20200904_01_T1,LC82190762020232LGN00,219,76,2020-08-19 13:04:24,12.36,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
153,9,LC08_L1TP_219077_20200225_20200313_01_T1,LC82190772020056LGN00,219,77,2020-02-25 13:04:44,25.88,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
154,10,LC08_L1TP_219076_20200616_20200626_01_T1,LC82190762020168LGN00,219,76,2020-06-16 13:04:01,24.35,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
155,11,LC08_L1TP_219077_20200718_20200722_01_T1,LC82190772020200LGN00,219,77,2020-07-18 13:04:38,40.53,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
156,12,LC08_L1TP_219077_20200803_20200807_01_T1,LC82190772020216LGN00,219,77,2020-08-03 13:04:42,35.68,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
157,13,LC08_L1TP_219076_20200413_20200422_01_T1,LC82190762020104LGN00,219,76,2020-04-13 13:03:58,26.17,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
158,14,LC08_L1TP_219076_20201123_20201210_01_T1,LC82190762020328LGN00,219,76,2020-11-23 13:04:41,38.7,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
159,15,LC08_L1TP_219077_20200616_20200626_01_T1,LC82190772020168LGN00,219,77,2020-06-16 13:04:24,36.92,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
160,16,LC08_L1TP_219076_20200531_20200608_01_T1,LC82190762020152LGN00,219,76,2020-05-31 13:03:51,0.06,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
161,17,LC08_L1TP_219076_20200225_20200313_01_T1,LC82190762020056LGN00,219,76,2020-02-25 13:04:20,40.75,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
162,18,LC08_L1TP_219077_20200429_20200509_01_T1,LC82190772020120LGN00,219,77,2020-04-29 13:04:14,5.59,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
163,19,LC08_L1TP_219076_20201209_20210313_01_T1,LC82190762020344LGN00,219,76,2020-12-09 13:04:42,42.14,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
164,20,LC08_L1TP_219076_20201022_20201105_01_T1,LC82190762020296LGN00,219,76,2020-10-22 13:04:41,22.96,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
165,21,LC08_L1TP_219076_20200328_20200409_01_T1,LC82190762020088LGN00,219,76,2020-03-28 13:04:05,7.58,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
166,22,LC08_L1TP_219076_20200702_20200708_01_T1,LC82190762020184LGN00,219,76,2020-07-02 13:04:08,12.72,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
167,23,LC08_L1TP_219077_20201022_20201105_01_T1,LC82190772020296LGN00,219,77,2020-10-22 13:05:05,39.2,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
168,24,LC08_L1TP_219076_20200312_20200325_01_T1,LC82190762020072LGN00,219,76,2020-03-12 13:04:14,18.12,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
169,25,LC08_L1TP_219077_20200702_20200708_01_T1,LC82190772020184LGN00,219,77,2020-07-02 13:04:32,28.26,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
170,26,LC08_L1TP_219076_20200803_20200807_01_T1,LC82190762020216LGN00,219,76,2020-08-03 13:04:18,14.95,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
171,27,LC08_L1TP_219076_20200718_20200722_01_T1,LC82190762020200LGN00,219,76,2020-07-18 13:04:14,18.99,"POLYGON((-45.792382 -23.927088, -45.798249 -23.952353, -45.8098 -24.0021, -45.809961 -24.002077, -47.603 -23.7416, -47.592214 -23.69766, -47.238402 -22.256235, -47.2313 -22.2273, -45.457583 -22.484888, -45.4575 -22.4849, -45.464183 -22.513682, -45.474934 -22.559981, -45.792382 -23.927088))"
172,28,LC08_L1TP_219077_20201123_20201210_01_T1,LC82190772020328LGN00,219,77,2020-11-23 13:05:05,14.68,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
173,29,LC08_L1TP_219077_20200531_20200608_01_T1,LC82190772020152LGN00,219,77,2020-05-31 13:04:15,1.04,"POLYGON((-46.131832 -25.368495, -46.13396 -25.377531, -46.1495 -25.4435, -46.149734 -25.443466, -47.9628 -25.1801, -47.954632 -25.147425, -47.592214 -23.69766, -47.5845 -23.6668, -45.792382 -23.927088, -45.7923 -23.9271, -45.798249 -23.952353, -45.809961 -24.002077, -46.131832 -25.368495))"
